,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_time_sec,segment_id
203,974822,0.3351,-0.0464,1.1349,2.3712,5.8975,-0.6913,1000.2625,hard_decel,36.48,0.9,2
204,974882,0.3914,0.0241,1.0948,1.2513,2.2662,0.2362,1000.2585,hard_decel,36.54,0.96,2
205,974942,0.3299,-0.0544,0.9362,3.0887,-1.47,0.035,1000.321,hard_decel,36.6,1.02,2
206,975002,0.3289,0.0744,1.0158,4.0338,1.365,-0.2975,1000.3176,hard_decel,36.66,1.08,2
207,975062,0.4148,-0.0098,1.1672,1.9075,0.2013,0.035,1000.3684,hard_decel,36.72,1.14,2
208,975122,0.3704,-0.0603,0.927,1.085,-1.61,-0.1575,1000.3701,hard_decel,36.78,1.2,2
209,975182,0.4321,0.129,0.9199,0.0262,-3.99,0.0613,1000.4092,hard_decel,36.84,1.26,2
210,975242,0.4631,0.0953,0.9004,-0.7262,-3.3688,0.0262,1000.3772,hard_decel,36.9,1.32,2
211,975302,0.4556,-0.1096,1.0131,-3.22,0.9887,-0.1138,1000.4031,hard_decel,36.96,1.38,2
212,975362,0.4611,0.0325,1.1014,1.7413,0.2362,0.0088,1000.4358,hard_decel,37.02,1.44,2
213,975422,0.4427,0.0281,0.8901,-1.54,-1.3563,0.9013,1000.4761,hard_decel,37.08,1.5,2
214,975482,0.4922,-0.0326,0.8558,4.3137,-2.6425,-0.2713,1000.4812,hard_decel,37.14,1.56,2
215,975542,0.4949,0.0258,0.9997,0.665,1.6275,-0.21,1000.5403,hard_decel,37.2,1.62,2
216,975602,0.6271,0.2137,1.2395,-0.2188,6.4837,0.0525,1000.5376,hard_decel,37.26,1.68,2
217,975662,0.3799,0.2216,0.9238,1.5137,-0.8925,-0.3587,1000.5779,hard_decel,37.32,1.74,2
218,975722,0.4299,-0.0832,0.791,1.085,1.2513,-0.4988,1000.6033,hard_decel,37.38,1.8,2
219,975782,0.4917,0.1194,0.9762,2.6337,-1.785,0.2362,1000.6223,hard_decel,37.44,1.86,2
220,975842,0.3985,0.0161,0.6906,-0.175,0.5075,-0.525,1000.6594,hard_decel,37.5,1.92,2
221,975902,0.4241,-0.1671,0.842,3.1325,0.0787,0.1225,1000.6775,hard_decel,37.56,1.98,2
222,975962,0.4975,0.0719,0.8577,-1.1025,0.3063,0.98,1000.73,hard_decel,37.62,2.04,2
223,976022,0.5644,0.1838,1.1009,0.1488,-1.5137,0.6562,1000.7344,hard_decel,37.68,2.1,2
224,976082,0.461,0.0099,0.8882,1.6975,1.9338,1.4438,1000.7854,hard_decel,37.74,2.16,2
225,976142,0.4576,-0.0344,0.9257,-0.8487,-4.55,0.9712,1000.7903,hard_decel,37.8,2.22,2
226,976202,0.5199,-0.0786,0.982,2.6688,-0.0088,0.1312,1000.8218,hard_decel,37.86,2.28,2
227,976262,0.5688,0.0182,1.0038,-4.8125,0.5775,2.1175,1000.8572,hard_decel,37.92,2.34,2
228,976322,0.4275,0.1042,1.0626,-5.3375,4.0338,1.12,1000.863,hard_decel,37.98,2.4,2
229,976382,0.4816,0.1106,0.9525,-3.0013,1.0325,1.085,1000.8972,hard_decel,38.04,2.46,2
230,976442,0.4363,-0.0156,0.8101,-1.2775,-0.6737,2.0213,1000.9053,hard_decel,38.1,2.52,2
231,976502,0.4321,-0.0444,0.832,-0.315,1.12,1.05,1000.96,hard_decel,38.16,2.58,2
232,976562,0.4461,0.1857,0.9755,0.8838,3.2638,0.805,1000.9731,hard_decel,38.22,2.64,2
233,976622,0.506,0.2494,0.874,1.785,-0.105,1.0675,1000.9792,hard_decel,38.28,2.7,2
234,976682,0.4158,0.1825,0.9997,-2.9925,1.5488,0.5425,1000.988,hard_decel,38.34,2.76,2
235,976742,0.4449,-0.0076,0.9231,0.5775,-1.1287,0.7175,1001.021,hard_decel,38.4,2.82,2
236,976802,0.4202,0.008,0.9112,2.9225,0.8138,0.1925,1001.0161,hard_decel,38.46,2.88,2
