,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,segment_time_sec
213,974702,0.0669,-0.1754,1.0482,0.56,0.315,29.89,1001.0137,left_u_turn,9.12,1,2.88
214,974762,0.042,-0.1691,0.891,-0.385,-0.4375,30.7388,1001.0112,left_u_turn,9.18,1,2.94
215,974822,0.0727,-0.154,1.0056,1.5225,0.3325,31.1675,1001.0173,left_u_turn,9.24,1,3.0
216,974882,0.1077,-0.1864,1.0116,0.7788,-1.0325,31.325,1001.01,left_u_turn,9.3,1,3.06
217,974942,0.0034,-0.1899,0.8337,1.8112,-2.5988,31.7275,1001.0166,left_u_turn,9.36,1,3.12
218,975002,0.0598,-0.1554,1.0165,-0.035,2.4762,31.6488,1001.0088,left_u_turn,9.42,1,3.18
219,975062,0.1078,-0.1872,1.0377,-0.1663,0.875,32.8037,1001.0105,left_u_turn,9.48,1,3.24
220,975122,0.014,-0.1891,0.9609,-0.1488,2.345,33.145,1001.0195,left_u_turn,9.54,1,3.3
221,975182,0.0366,-0.19,0.9843,0.245,0.455,33.0137,1001.0193,left_u_turn,9.6,1,3.36
222,975242,0.0691,-0.1762,1.0324,-0.035,1.1638,33.565,1001.0159,left_u_turn,9.66,1,3.42
223,975302,0.051,-0.1803,0.9346,-0.5163,-0.0613,33.6525,1001.0242,left_u_turn,9.72,1,3.48
224,975362,0.0637,-0.1683,1.0363,0.0437,1.0762,34.2475,1001.0205,left_u_turn,9.78,1,3.54
225,975422,0.0502,-0.2616,0.9753,0.1575,-0.1575,34.5713,1001.0317,left_u_turn,9.84,1,3.6
226,975482,0.0456,-0.1889,1.0296,-0.105,1.715,34.6325,1001.0222,left_u_turn,9.9,1,3.66
227,975542,0.0586,-0.1776,1.132,-0.0262,0.9887,35.0962,1001.0208,left_u_turn,9.96,1,3.72
228,975602,0.0003,-0.3321,1.0165,0.56,0.3325,35.9625,1001.0266,left_u_turn,10.02,1,3.78
229,975662,0.0534,-0.2154,1.006,0.175,-0.0262,35.7262,1001.0183,left_u_turn,10.08,1,3.84
230,975722,0.0024,-0.2352,0.9943,0.1225,1.9338,35.5425,1001.0164,left_u_turn,10.14,1,3.9
231,975782,0.0427,-0.2096,1.0365,-0.2188,0.1488,36.1025,1001.02,left_u_turn,10.2,1,3.96
232,975842,0.0496,-0.1786,1.0978,-1.0938,1.3212,36.26,1001.0334,left_u_turn,10.26,1,4.02
